id_estacion,estacion_ruta,tipo_servicio,tipo_servicio_agrupado,zona_largo,zona,corredor_servicio,gps_latitud,gps_longitud,Nombre_estacion
84,CANAVERALEJO,Terminal,Estacion,Zona 7 - Cañaveralaejo,Siete,Calle 5,3415007,"-76,549,242",Canaveralejo
85,CAPRI,Estacion,Estacion,Zona 7 - Cañaveralaejo,Uno,Calle 5,3388027,"-76,544,957",Capri
86,CENTRO,Estacion,Estacion,Zona 0 - Centro,Cero,Calle 13,3448393,"-76,530,082",Centro
87,CHAPINERO,Estacion,Estacion,Zona 4 - Andrés Sanín,Cuatro,Carrera 15,34443,"-76,502,278",Chapinero
88,CHIMINANGOS,Estacion,Estacion,Zona 3 - Paso Del Comercio,Tres,Carrera 1,3481707,"-76,498,031",Chiminangos
89,CIEN PALOS,Estacion,Estacion,Zona 0 - Centro,Cero,Aguablanca,3439871,"-76,522,759",Cien Palos
90,CONQUISTADORES,Estacion,Estacion,Zona 8 - Calipso,Cinco,Aguablanca,3427206,"-76,505,448",Conquistadores
91,DEFAULT,Sin Identificar,Sin Identificar,Sin Identificar,Sin Identificar,Sin Identificar,0,0,DEFAULT
92,DIAMANTE,Estacion,Estacion,Zona 8 - Calipso,Seis,Oriental,3422406,"-76,504,985",Diamante
93,EL PONDAJE,Estacion,Estacion,Zona 8 - Calipso,Cinco,Oriental,343065,"-76,497,647",El Pondaje
94,ERMITA,Estacion,Estacion,Zona 0 - Centro,Cero,Calle 13,3453448,"-76,531,594",Ermita
95,ESTADIO,Estacion,Estacion,Zona 7 - Cañaveralaejo,Siete,Calle 5,3431794,"-76,543,176",Estadio
96,FATIMA,Estacion,Estacion,Zona 3 - Paso Del Comercio,Tres,Carrera 1,3462907,"-76,517,386",Fatima
97,FLORA IND.,Estacion,Estacion,Zona 3 - Paso Del Comercio,Tres,Carrera 1,3478285,"-76,502,241",Flora Ind.
98,FLORESTA,Estacion,Estacion,Zona 4 - Andrés Sanín,Cuatro,Carrera 15,3445274,"-76,514,637",Floresta
99,FRAY DAMIAN,Estacion,Estacion,Zona 0 - Centro,Cero,Calle 13,3443628,"-7,652,884",Fray Damian
100,GUADALUPE,Estacion,Estacion,Zona 7 - Cañaveralaejo,Uno,Calle 5,3409675,"-76,547,475",Guadalupe
101,GUADUALES,Estacion,Estacion,Zona 3 - Paso Del Comercio,Tres,Oriental,3487166,"-76,499,731",Guaduales
102,ITG SIMON BOLIVAR,Terminal,Estacion,Zona 6 - Simón Bolívar,Seis,Oriental,339758,-76.523.701,Simon Bolivar
103,JORGE ELIECER,Estacion,Estacion,Zona 3 - Paso Del Comercio,Tres,Oriental,3468151,"-76,485,177",Jorge Eliecer
104,LA RIVERA,Estacion,Estacion,Zona 3 - Paso Del Comercio,Tres,Oriental,3473709,"-76,486,954",La Rivera
105,LAS CEIBAS,Estacion,Estacion,Zona 4 - Andrés Sanín,Cuatro,Oriental,3459264,"-76,483,068",Las Ceibas
106,LIDO,Estacion,Estacion,Zona 7 - Cañaveralaejo,Siete,Calle 5,341881,"-7,654,835",Lido
